Subject,Mode,LambdaMMD,LambdaSrc,LR,EncDim,DecDim,Dropout,MSE
S007,SDA,1.0,0.5,0.0001,256,32,0.3,0.006280189108413954
S007,SDA,1.0,0.5,0.0001,256,64,0.3,0.006391855364199728
S007,SDA,1.0,0.5,0.0001,256,128,0.3,0.006249306878695886
S007,SDA,0.5,1.0,0.0001,256,32,0.3,0.00473394658183679
S007,SDA,0.5,1.0,0.0001,256,64,0.3,0.00731247419025749
S007,SDA,1.0,0.7,0.0001,64,64,0.3,0.010530099117507538
S007,SDA,0.5,1.0,0.0001,256,128,0.3,0.005884163120451073
S007,SDA,1.0,0.7,0.0001,64,128,0.3,0.006962841143831611
S007,SDA,1.0,0.7,0.0001,128,32,0.3,0.006936008421083291
S007,SDA,1.0,0.7,0.0001,64,32,0.3,0.006483557013173898
S007,SDA,1.0,0.7,0.0001,128,64,0.3,0.005586876921976606
S007,SDA,1.0,0.7,0.0001,128,128,0.3,0.00486876125796698
S007,SDA,1.0,0.7,0.0001,256,32,0.3,0.00471355141295741
S007,SDA,1.0,0.7,0.0001,256,128,0.3,0.008321207482367754
S007,SDA,1.0,1.0,0.0001,64,64,0.3,0.016740586298207443
S007,SDA,1.0,0.7,0.0001,256,64,0.3,0.007008355498934786
S007,SDA,1.0,1.0,0.0001,64,32,0.3,0.01775203086435795
S007,SDA,1.0,1.0,0.0001,128,32,0.3,0.007696729153394699
S007,SDA,1.0,1.0,0.0001,128,64,0.3,0.005712742645603915
S007,SDA,1.0,1.0,0.0001,128,128,0.3,0.007248761598020792
S007,SDA,1.0,1.0,0.0001,64,128,0.3,0.007394530791013191
S007,SDA,1.5,0.3,0.0001,64,32,0.3,0.01349979949494203
S007,SDA,1.5,0.3,0.0001,64,64,0.3,0.013385120468835035
S007,SDA,1.5,0.3,0.0001,64,128,0.3,0.01718687204023202
S007,SDA,1.5,0.3,0.0001,128,32,0.3,0.014504806138575077
S007,SDA,1.5,0.3,0.0001,128,64,0.3,0.011796649700651566
S007,SDA,1.5,0.3,0.0001,128,128,0.3,0.013978560455143452
S007,SDA,1.5,0.3,0.0001,256,32,0.3,0.013442684585849443
S007,SDA,1.5,0.3,0.0001,256,64,0.3,0.013327480604251226
S007,SDA,1.5,0.3,0.0001,256,128,0.3,0.01242334737131993
S007,SDA,1.5,0.5,0.0001,64,32,0.3,0.023843807789186638
S007,SDA,1.5,0.5,0.0001,64,64,0.3,0.01054158698146542
S007,SDA,1.5,0.5,0.0001,64,128,0.3,0.013527503547569117
S007,SDA,1.5,0.5,0.0001,128,32,0.3,0.010514333456133803
S007,SDA,1.5,0.5,0.0001,128,64,0.3,0.011532580945640802
S007,SDA,1.5,0.5,0.0001,128,128,0.3,0.0075326364021748304
S007,SDA,1.5,0.5,0.0001,256,32,0.3,0.01134447594328473
S007,SDA,1.5,0.5,0.0001,256,64,0.3,0.010143361209581295
S007,SDA,1.5,0.5,0.0001,256,128,0.3,0.0092622876400128
S007,SDA,1.0,1.0,0.0001,256,32,0.3,0.007648439845070243
S007,SDA,1.5,0.7,0.0001,64,64,0.3,0.029657624661922455
S007,SDA,1.0,1.0,0.0001,256,64,0.3,0.007330878366095324
S007,SDA,1.0,1.0,0.0001,256,128,0.3,0.006503228990671535
S007,SDA,1.5,0.7,0.0001,64,32,0.3,0.009093097721536955
S007,SDA,1.5,0.7,0.0001,128,64,0.3,0.007560446353939672
S007,SDA,1.5,0.7,0.0001,64,128,0.3,0.01134993260105451
S007,SDA,1.5,0.7,0.0001,128,128,0.3,0.0065696034774494665
S007,SDA,1.5,0.7,0.0001,128,32,0.3,0.0041159513251235085
S007,SDA,1.5,0.7,0.0001,256,128,0.3,0.008807283205290636
S007,SDA,1.5,1.0,0.0001,64,32,0.3,0.020047494831184547
S007,SDA,1.5,0.7,0.0001,256,32,0.3,0.005524542764760554
S007,SDA,1.5,0.7,0.0001,256,64,0.3,0.006489751239617665
S007,SDA,1.5,1.0,0.0001,64,64,0.3,0.008705623835946122
S007,SDA,1.5,1.0,0.0001,128,64,0.3,0.0060277773688236875
S007,SDA,1.5,1.0,0.0001,128,32,0.3,0.006778787937946618
S007,SDA,1.5,1.0,0.0001,64,128,0.3,0.0087904108222574
S007,SDA,1.5,1.0,0.0001,256,64,0.3,0.010072103856752316
S007,SDA,2.0,0.3,0.0001,64,32,0.3,0.018909524505337078
S007,SDA,2.0,0.3,0.0001,64,64,0.3,0.014557634169856707
S007,SDA,2.0,0.3,0.0001,64,128,0.3,0.009203456342220306
S007,SDA,2.0,0.3,0.0001,128,32,0.3,0.017552840212980907
S007,SDA,2.0,0.3,0.0001,128,64,0.3,0.011546980900069078
S007,SDA,2.0,0.3,0.0001,128,128,0.3,0.2097782442967097
S007,SDA,2.0,0.3,0.0001,256,32,0.3,0.01225854984174172
S007,SDA,2.0,0.3,0.0001,256,64,0.3,0.015125551571448645
S007,SDA,2.0,0.3,0.0001,256,128,0.3,0.01209847287585338
S007,SDA,2.0,0.5,0.0001,64,32,0.3,0.02340282282481591
S007,SDA,2.0,0.5,0.0001,64,64,0.3,0.014300884678959846
S007,SDA,2.0,0.5,0.0001,64,128,0.3,0.01292198213438193
S007,SDA,2.0,0.5,0.0001,128,32,0.3,0.015073918427030245
S007,SDA,2.0,0.5,0.0001,128,64,0.3,0.01259953435510397
S007,SDA,2.0,0.5,0.0001,128,128,0.3,0.015403101220726967
S007,SDA,2.0,0.5,0.0001,256,32,0.3,0.01524198210487763
S007,SDA,2.0,0.5,0.0001,256,64,0.3,0.007270658505149186
S007,SDA,2.0,0.5,0.0001,256,128,0.3,0.012007500821103653
S007,SDA,1.5,1.0,0.0001,256,32,0.3,0.007273844520871838
S007,SDA,1.5,1.0,0.0001,128,128,0.3,0.008221103188892206
S007,SDA,1.5,1.0,0.0001,256,128,0.3,0.008021346759051085
S007,SDA,2.0,0.7,0.0001,64,64,0.3,0.0189588430027167
S007,SDA,2.0,0.7,0.0001,64,32,0.3,0.01054785835246245
S007,SDA,2.0,0.7,0.0001,64,128,0.3,0.01815392542630434
S007,SDA,2.0,0.7,0.0001,128,32,0.3,0.015196559019386768
S007,SDA,2.0,0.7,0.0001,128,64,0.3,0.01670348085463047
S007,SDA,2.0,0.7,0.0001,128,128,0.3,0.009099653844411174
S007,SDA,2.0,0.7,0.0001,256,32,0.3,0.007114755183768769
S007,SDA,2.0,1.0,0.0001,64,64,0.3,0.029673615470528603
S007,SDA,2.0,0.7,0.0001,256,128,0.3,0.014239681574205557
S007,SDA,2.0,1.0,0.0001,64,32,0.3,0.010215409953768054
S007,SDA,2.0,0.7,0.0001,256,64,0.3,0.009755699119220177
S007,SDA,2.0,1.0,0.0001,128,128,0.3,0.007908281831381222
S007,SDA,2.0,1.0,0.0001,128,32,0.3,0.012903979358573755
S007,SDA,2.0,1.0,0.0001,128,64,0.3,0.013426161371171474
S007,SDA,2.0,1.0,0.0001,64,128,0.3,0.019382073854406674
S007,SDA,2.0,1.0,0.0001,256,32,0.3,0.008006314669425288
S007,SDA,2.0,1.0,0.0001,256,64,0.3,0.010212552733719349
S007,SDA,2.5,0.3,0.0001,64,64,0.3,0.014353665833671888
S007,SDA,2.5,0.3,0.0001,64,128,0.3,0.009884678913901249
S007,SDA,2.5,0.3,0.0001,64,32,0.3,0.01577541884034872
S007,SDA,2.0,1.0,0.0001,256,128,0.3,0.012539047747850418
S007,SDA,2.5,0.3,0.0001,128,32,0.3,0.01760040440907081
S007,SDA,2.5,0.3,0.0001,128,64,0.3,0.014355042017996311
S007,SDA,2.5,0.3,0.0001,256,32,0.3,0.019447396819790203
S007,SDA,2.5,0.3,0.0001,128,128,0.3,0.017606194441517193
S007,SDA,2.5,0.3,0.0001,256,64,0.3,0.016823818286259968
S007,SDA,2.5,0.5,0.0001,64,64,0.3,0.024689457689722378
S007,SDA,2.5,0.5,0.0001,64,32,0.3,0.02448904514312744
S007,SDA,2.5,0.3,0.0001,256,128,0.3,0.011634362240632376
S007,SDA,2.5,0.5,0.0001,128,32,0.3,0.01438987193008264
S007,SDA,2.5,0.5,0.0001,64,128,0.3,0.021715084090828896
S007,SDA,2.5,0.5,0.0001,128,64,0.3,0.01872612163424492
S007,SDA,2.5,0.5,0.0001,128,128,0.3,0.015923365329702694
S007,SDA,2.5,0.5,0.0001,256,128,0.3,0.013229090409974257
S007,SDA,2.5,0.5,0.0001,256,64,0.3,0.015642606653273106
S007,SDA,2.5,0.5,0.0001,256,32,0.3,0.015016275147596994
S007,SDA,2.5,0.7,0.0001,64,32,0.3,0.011787400270501772
S007,SDA,2.5,0.7,0.0001,64,64,0.3,0.014424829122920832
S007,SDA,2.5,0.7,0.0001,128,32,0.3,0.013586997985839844
S007,SDA,2.5,0.7,0.0001,128,64,0.3,0.008485937180618445
S007,SDA,2.5,0.7,0.0001,256,32,0.3,0.023131083076198895
S007,SDA,2.5,0.7,0.0001,128,128,0.3,0.014571625428895155
S007,SDA,2.5,0.7,0.0001,64,128,0.3,0.0205878804748257
S007,SDA,2.5,0.7,0.0001,256,64,0.3,0.015544384097059568
S007,SDA,2.5,1.0,0.0001,64,32,0.3,0.018082790697614353
S007,SDA,2.5,1.0,0.0001,64,64,0.3,0.015097670877973238
S007,SDA,2.5,0.7,0.0001,256,128,0.3,0.014146793633699417
S007,SDA,2.5,1.0,0.0001,128,32,0.3,0.011313761274019877
S007,SDA,2.5,1.0,0.0001,128,64,0.3,0.014749815687537193
S007,SDA,2.5,1.0,0.0001,64,128,0.3,0.015905954254170258
S007,SDA,2.5,1.0,0.0001,128,128,0.3,0.018752615277965862
S007,SDA,2.5,1.0,0.0001,256,32,0.3,0.009972968138754368
S007,SDA,3.0,0.3,0.0001,64,32,0.3,0.01984427124261856
S007,SDA,2.5,1.0,0.0001,256,64,0.3,0.013187817918757597
S007,SDA,3.0,0.3,0.0001,64,128,0.3,0.07518256455659866
S007,SDA,3.0,0.3,0.0001,128,32,0.3,0.0351029255737861
S007,SDA,2.5,1.0,0.0001,256,128,0.3,0.012840680467585722
S007,SDA,3.0,0.3,0.0001,128,64,0.3,0.02584415829430024
S007,SDA,3.0,0.3,0.0001,128,128,0.3,0.015083371351162592
S007,SDA,3.0,0.3,0.0001,256,32,0.3,0.022131172940135002
S007,SDA,3.0,0.3,0.0001,64,64,0.3,0.13665114839871725
S007,SDA,3.0,0.3,0.0001,256,64,0.3,0.018387379124760628
S007,SDA,3.0,0.3,0.0001,256,128,0.3,0.02252347705264886
S007,SDA,3.0,0.5,0.0001,64,32,0.3,0.01096278429031372
S007,SDA,3.0,0.5,0.0001,64,64,0.3,0.022961349536975224
S007,SDA,3.0,0.5,0.0001,128,32,0.3,0.01845995771388213
S007,SDA,3.0,0.5,0.0001,128,128,0.3,0.02158612199127674
S007,SDA,3.0,0.5,0.0001,128,64,0.3,0.023502768327792484
S007,SDA,3.0,0.5,0.0001,64,128,0.3,0.018129823729395866
S007,SDA,3.0,0.5,0.0001,256,32,0.3,0.013654080219566822
S007,SDA,3.0,0.5,0.0001,256,64,0.3,0.02583872216443221
S007,SDA,3.0,0.7,0.0001,64,32,0.3,0.012890952018400034
S007,SDA,3.0,0.5,0.0001,256,128,0.3,0.01853504093984763
S007,SDA,3.0,0.7,0.0001,64,64,0.3,0.021573859577377636
S007,SDA,3.0,0.7,0.0001,128,64,0.3,0.01969139991949002
S007,SDA,3.0,0.7,0.0001,128,32,0.3,0.015037244806687037
S007,SDA,3.0,0.7,0.0001,256,64,0.3,0.011515272781252861
S007,SDA,3.0,0.7,0.0001,256,32,0.3,0.03384624049067497
S007,SDA,3.0,0.7,0.0001,64,128,0.3,0.030671744296948116
S007,SDA,3.0,0.7,0.0001,128,128,0.3,0.014381053236623606
S007,SDA,3.0,1.0,0.0001,64,32,0.3,0.01690288136402766
S007,SDA,3.0,1.0,0.0001,64,64,0.3,0.02773446962237358
S007,SDA,3.0,1.0,0.0001,64,128,0.3,0.01167581711585323
S007,SDA,3.0,1.0,0.0001,128,32,0.3,0.012643598020076752
S007,SDA,3.0,1.0,0.0001,128,64,0.3,0.012219767707089583
S007,SDA,3.0,0.7,0.0001,256,128,0.3,0.01220521160090963
S007,SDA,3.0,1.0,0.0001,256,32,0.3,0.014315241947770119
S008,SDA,0.5,0.3,0.0001,64,32,0.3,0.04231660068035126
S008,SDA,0.5,0.3,0.0001,64,64,0.3,0.0454146017630895
S008,SDA,0.5,0.3,0.0001,64,128,0.3,0.043077499916156135
S008,SDA,0.5,0.3,0.0001,128,32,0.3,0.023532686134179432
S008,SDA,0.5,0.3,0.0001,128,64,0.3,0.0328261728088061
S008,SDA,0.5,0.3,0.0001,128,128,0.3,0.026425713673233986
S008,SDA,0.5,0.3,0.0001,256,32,0.3,0.023951927820841473
S008,SDA,0.5,0.3,0.0001,256,64,0.3,0.02691877695421378
S008,SDA,0.5,0.3,0.0001,256,128,0.3,0.03048277584215005
S008,SDA,0.5,0.5,0.0001,64,32,0.3,0.025835243985056877
S008,SDA,0.5,0.5,0.0001,64,64,0.3,0.037287212908267975
S008,SDA,0.5,0.5,0.0001,64,128,0.3,0.030656979729731876
S008,SDA,0.5,0.5,0.0001,128,32,0.3,0.02779162861406803
S008,SDA,0.5,0.5,0.0001,128,64,0.3,0.031028838207324345
S008,SDA,0.5,0.5,0.0001,128,128,0.3,0.02620061549047629
S008,SDA,0.5,0.5,0.0001,256,32,0.3,0.03145045042037964
S008,SDA,0.5,0.5,0.0001,256,64,0.3,0.0292471827318271
S008,SDA,0.5,0.5,0.0001,256,128,0.3,0.040286737183729805
S007,SDA,3.0,1.0,0.0001,128,128,0.3,0.013381580201288065
S007,SDA,3.0,1.0,0.0001,256,64,0.3,0.014384199554721514
S008,SDA,0.5,0.7,0.0001,64,32,0.3,0.02799549202124278
S008,SDA,0.5,0.7,0.0001,64,64,0.3,0.028360010435183842
S008,SDA,0.5,0.7,0.0001,64,128,0.3,0.04890644798676173
S007,SDA,3.0,1.0,0.0001,256,128,0.3,0.011402873943249384
S008,SDA,0.5,0.7,0.0001,128,32,0.3,0.03387820037702719
S008,SDA,0.5,0.7,0.0001,128,128,0.3,0.025939612338940304
S008,SDA,0.5,0.7,0.0001,128,64,0.3,0.03774485488732656
S008,SDA,0.5,0.7,0.0001,256,32,0.3,0.02337107869486014
S008,SDA,0.5,0.7,0.0001,256,64,0.3,0.03056248277425766
S008,SDA,0.5,0.7,0.0001,256,128,0.3,0.027577146887779236
S008,SDA,0.5,1.0,0.0001,64,32,0.3,0.04672501112023989
S008,SDA,0.5,1.0,0.0001,64,64,0.3,0.0284119900316
S008,SDA,0.5,1.0,0.0001,64,128,0.3,0.030851503213246662
S008,SDA,0.5,1.0,0.0001,128,32,0.3,0.03201909673710664
S008,SDA,0.5,1.0,0.0001,128,64,0.3,0.03122663125395775
S008,SDA,0.5,1.0,0.0001,256,32,0.3,0.027525801211595535
S008,SDA,1.0,0.3,0.0001,64,32,0.3,0.031748877838253975
S008,SDA,1.0,0.3,0.0001,64,64,0.3,0.0411144495010376
S008,SDA,1.0,0.3,0.0001,64,128,0.3,0.03917256618539492
S008,SDA,1.0,0.3,0.0001,128,32,0.3,0.030356955404082935
S008,SDA,1.0,0.3,0.0001,128,64,0.3,0.04257331043481827
S008,SDA,1.0,0.3,0.0001,128,128,0.3,0.023182581489284832
S008,SDA,1.0,0.3,0.0001,256,32,0.3,0.026197172080477078
S008,SDA,1.0,0.3,0.0001,256,64,0.3,0.05475242187579473
S008,SDA,1.0,0.3,0.0001,256,128,0.3,0.045631710439920425
S008,SDA,1.0,0.5,0.0001,64,32,0.3,0.03540006031592687
S008,SDA,1.0,0.5,0.0001,64,64,0.3,0.04393300289909045
S008,SDA,1.0,0.5,0.0001,64,128,0.3,0.028426356613636017
S008,SDA,1.0,0.5,0.0001,128,32,0.3,0.04524621491630872
S008,SDA,1.0,0.5,0.0001,128,64,0.3,0.04561077430844307
S008,SDA,1.0,0.5,0.0001,128,128,0.3,0.03548405754069487
S008,SDA,1.0,0.5,0.0001,256,32,0.3,0.021679254869620006
S008,SDA,1.0,0.5,0.0001,256,64,0.3,0.02958039442698161
S008,SDA,1.0,0.5,0.0001,256,128,0.3,0.02770307908455531
S008,SDA,0.5,1.0,0.0001,128,128,0.3,0.02744963765144348
S008,SDA,0.5,1.0,0.0001,256,64,0.3,0.025734078139066696
S008,SDA,0.5,1.0,0.0001,256,128,0.3,0.026551586265365284
S008,SDA,1.0,0.7,0.0001,64,32,0.3,0.0351258118947347
S008,SDA,1.0,0.7,0.0001,64,64,0.3,0.03909434067706267
S008,SDA,1.0,0.7,0.0001,64,128,0.3,0.03876972571015358
S008,SDA,1.0,0.7,0.0001,128,64,0.3,0.03512125462293625
S008,SDA,1.0,0.7,0.0001,128,32,0.3,0.0331764022509257
S008,SDA,1.0,0.7,0.0001,128,128,0.3,0.03987636479238669
S008,SDA,1.0,0.7,0.0001,256,64,0.3,0.025356716165939968
S008,SDA,1.0,0.7,0.0001,256,32,0.3,0.03137926384806633
S008,SDA,1.0,1.0,0.0001,64,32,0.3,0.04075025456647078
S008,SDA,1.0,0.7,0.0001,256,128,0.3,0.02409761833647887
S008,SDA,1.0,1.0,0.0001,64,128,0.3,0.036210725704828896
S008,SDA,1.0,1.0,0.0001,128,64,0.3,0.041692143927017845
S008,SDA,1.0,1.0,0.0001,128,32,0.3,0.0293302188316981
S008,SDA,1.0,1.0,0.0001,64,64,0.3,0.040989684561888375
S008,SDA,1.0,1.0,0.0001,128,128,0.3,0.03289367506901423
S008,SDA,1.5,0.3,0.0001,64,32,0.3,0.03064379779001077
S008,SDA,1.5,0.3,0.0001,64,64,0.3,0.029301383222142856
S008,SDA,1.5,0.3,0.0001,64,128,0.3,0.03418124405046304
S008,SDA,1.5,0.3,0.0001,128,32,0.3,0.03480219841003418
S008,SDA,1.5,0.3,0.0001,128,64,0.3,0.03103349854548772
S008,SDA,1.5,0.3,0.0001,128,128,0.3,0.030145080139239628
S008,SDA,1.5,0.3,0.0001,256,32,0.3,0.03710189834237099
S008,SDA,1.5,0.3,0.0001,256,64,0.3,0.026939835399389267
S008,SDA,1.5,0.3,0.0001,256,128,0.3,0.04296191098789374
S008,SDA,1.5,0.5,0.0001,64,32,0.3,0.03210093515614668
S008,SDA,1.5,0.5,0.0001,64,64,0.3,0.02809080233176549
S008,SDA,1.5,0.5,0.0001,64,128,0.3,0.04072684422135353
S008,SDA,1.5,0.5,0.0001,128,32,0.3,0.03690526572366556
S008,SDA,1.5,0.5,0.0001,128,64,0.3,0.03371404856443405
S008,SDA,1.5,0.5,0.0001,128,128,0.3,0.03675036318600178
S008,SDA,1.5,0.5,0.0001,256,32,0.3,0.05203630278507868
S008,SDA,1.5,0.5,0.0001,256,64,0.3,0.041458367059628166
S008,SDA,1.5,0.5,0.0001,256,128,0.3,0.021801458050807316
S008,SDA,1.0,1.0,0.0001,256,128,0.3,0.028300721819202106
S008,SDA,1.0,1.0,0.0001,256,64,0.3,0.029107581203182537
S008,SDA,1.0,1.0,0.0001,256,32,0.3,0.03033422368268172
S008,SDA,1.5,0.7,0.0001,64,32,0.3,0.03779650727907816
S008,SDA,1.5,0.7,0.0001,128,32,0.3,0.028103362148006756
S008,SDA,1.5,0.7,0.0001,64,128,0.3,0.028774239743749302
S008,SDA,1.5,0.7,0.0001,128,64,0.3,0.031938365350166954
S008,SDA,1.5,0.7,0.0001,128,128,0.3,0.03866875606278578
S008,SDA,1.5,0.7,0.0001,64,64,0.3,0.03172709047794342
S008,SDA,1.5,0.7,0.0001,256,32,0.3,0.039643864457805954
S008,SDA,1.5,0.7,0.0001,256,64,0.3,0.036515715842445694
S008,SDA,1.5,0.7,0.0001,256,128,0.3,0.03471123178799947
S008,SDA,1.5,1.0,0.0001,64,64,0.3,0.0329466046144565
S008,SDA,1.5,1.0,0.0001,64,128,0.3,0.031044719119866688
S008,SDA,1.5,1.0,0.0001,128,64,0.3,0.04151288668314616
S008,SDA,1.5,1.0,0.0001,128,32,0.3,0.040744999423623085
S008,SDA,1.5,1.0,0.0001,64,32,0.3,0.03179281515379747
S008,SDA,1.5,1.0,0.0001,128,128,0.3,0.04629116132855415
S008,SDA,2.0,0.3,0.0001,64,32,0.3,0.03265955174962679
S008,SDA,2.0,0.3,0.0001,64,64,0.3,0.03737141999105612
S008,SDA,2.0,0.3,0.0001,64,128,0.3,0.043770474071304
S008,SDA,2.0,0.3,0.0001,128,32,0.3,0.027259330575664837
S008,SDA,2.0,0.3,0.0001,128,64,0.3,0.029821133861939114
S008,SDA,2.0,0.3,0.0001,128,128,0.3,0.034962015226483345
S008,SDA,2.0,0.3,0.0001,256,32,0.3,0.03456692770123482
S008,SDA,2.0,0.3,0.0001,256,64,0.3,0.03316273664434751
S008,SDA,2.0,0.3,0.0001,256,128,0.3,0.044309016317129135
S008,SDA,2.0,0.5,0.0001,64,32,0.3,0.03444676101207733
S008,SDA,2.0,0.5,0.0001,64,64,0.3,0.03126367491980394
S008,SDA,2.0,0.5,0.0001,64,128,0.3,0.03630871387819449
S008,SDA,2.0,0.5,0.0001,128,32,0.3,0.03369027003645897
S008,SDA,2.0,0.5,0.0001,128,64,0.3,0.03416842222213745
S008,SDA,2.0,0.5,0.0001,128,128,0.3,0.035080489392081894
S008,SDA,2.0,0.5,0.0001,256,32,0.3,0.04343066488703092
S008,SDA,2.0,0.5,0.0001,256,64,0.3,0.03657133753101031
S008,SDA,2.0,0.5,0.0001,256,128,0.3,0.03323151978353659
S008,SDA,2.0,0.7,0.0001,64,32,0.3,0.03212420145670573
S008,SDA,1.5,1.0,0.0001,256,32,0.3,0.03258391966422399
S008,SDA,1.5,1.0,0.0001,256,64,0.3,0.022717272862792015
S008,SDA,1.5,1.0,0.0001,256,128,0.3,0.04126866658528646
S008,SDA,2.0,0.7,0.0001,128,32,0.3,0.03539894645412763
S008,SDA,2.0,0.7,0.0001,64,128,0.3,0.042015341420968376
S008,SDA,2.0,0.7,0.0001,64,64,0.3,0.03738113182286421
S008,SDA,2.0,0.7,0.0001,128,64,0.3,0.03278593594829241
S008,SDA,2.0,0.7,0.0001,256,32,0.3,0.035546096662680306
S008,SDA,2.0,0.7,0.0001,256,64,0.3,0.03364831333359083
S008,SDA,2.0,0.7,0.0001,128,128,0.3,0.03953459983070692
S008,SDA,2.0,1.0,0.0001,64,32,0.3,0.04130228484670321
S008,SDA,2.0,1.0,0.0001,64,64,0.3,0.03888876053194205
S008,SDA,2.0,1.0,0.0001,128,32,0.3,0.030294566104809444
S008,SDA,2.0,0.7,0.0001,256,128,0.3,0.04034768665830294
S008,SDA,2.0,1.0,0.0001,64,128,0.3,0.03610559552907944
S008,SDA,2.0,1.0,0.0001,128,128,0.3,0.033753872538606323
S008,SDA,2.0,1.0,0.0001,128,64,0.3,0.04223815475900968
S008,SDA,2.0,1.0,0.0001,256,32,0.3,0.03792108533283075
S008,SDA,2.0,1.0,0.0001,256,64,0.3,0.023978931829333305
S008,SDA,2.0,1.0,0.0001,256,128,0.3,0.0442661065608263
S008,SDA,2.5,0.3,0.0001,64,32,0.3,0.03334534168243408
S008,SDA,2.5,0.3,0.0001,64,128,0.3,0.03337693276504675
S008,SDA,2.5,0.3,0.0001,64,64,0.3,0.03677576594054699
S008,SDA,2.5,0.3,0.0001,128,32,0.3,0.042049724608659744
S008,SDA,2.5,0.3,0.0001,128,128,0.3,0.04485272616147995
S008,SDA,2.5,0.3,0.0001,128,64,0.3,0.036488657196362816
S008,SDA,2.5,0.3,0.0001,256,64,0.3,0.03249881540735563
S008,SDA,2.5,0.3,0.0001,256,32,0.3,0.040174618984262146
S008,SDA,2.5,0.5,0.0001,64,32,0.3,0.0347729908923308
S008,SDA,2.5,0.3,0.0001,256,128,0.3,0.055224950114885964
S008,SDA,2.5,0.5,0.0001,64,64,0.3,0.03492345536748568
S008,SDA,2.5,0.5,0.0001,64,128,0.3,0.038651891673604645
S008,SDA,2.5,0.5,0.0001,128,32,0.3,0.03587231102089087
S008,SDA,2.5,0.5,0.0001,128,64,0.3,0.030074353019396465
S008,SDA,2.5,0.5,0.0001,128,128,0.3,0.03178661875426769
S008,SDA,2.5,0.5,0.0001,256,32,0.3,0.03353779142101606
S008,SDA,2.5,0.5,0.0001,256,64,0.3,0.043094223365187645
S008,SDA,2.5,0.7,0.0001,64,32,0.3,0.03876043235262235
S008,SDA,2.5,0.5,0.0001,256,128,0.3,0.03811498483022054
S008,SDA,2.5,0.7,0.0001,128,32,0.3,0.03534097286562125
S008,SDA,2.5,0.7,0.0001,64,64,0.3,0.02929823411007722
S008,SDA,2.5,0.7,0.0001,128,64,0.3,0.03450974325338999
S008,SDA,2.5,0.7,0.0001,128,128,0.3,0.035713501274585724
S008,SDA,2.5,0.7,0.0001,64,128,0.3,0.038059854259093605
S008,SDA,2.5,0.7,0.0001,256,64,0.3,0.04136602704723676
S008,SDA,2.5,0.7,0.0001,256,32,0.3,0.03468491012851397
S008,SDA,2.5,0.7,0.0001,256,128,0.3,0.0396532267332077
S008,SDA,2.5,1.0,0.0001,64,32,0.3,0.034293766443928085
S008,SDA,2.5,1.0,0.0001,64,64,0.3,0.03649780278404554
S008,SDA,2.5,1.0,0.0001,128,32,0.3,0.029458596060673397
S008,SDA,2.5,1.0,0.0001,128,64,0.3,0.0332625824958086
S008,SDA,2.5,1.0,0.0001,128,128,0.3,0.029491061965624493
S008,SDA,2.5,1.0,0.0001,64,128,0.3,0.04170763989289602
S008,SDA,2.5,1.0,0.0001,256,32,0.3,0.04167206088701884
S008,SDA,2.5,1.0,0.0001,256,64,0.3,0.037508067985375725
S008,SDA,2.5,1.0,0.0001,256,128,0.3,0.03961943897108237
S008,SDA,3.0,0.3,0.0001,64,32,0.3,0.029772886385520298
S008,SDA,3.0,0.3,0.0001,64,64,0.3,0.04142803822954496
S008,SDA,3.0,0.3,0.0001,64,128,0.3,0.03974391147494316
S008,SDA,3.0,0.3,0.0001,128,32,0.3,0.046552449464797974
S008,SDA,3.0,0.3,0.0001,256,32,0.3,0.0288641806691885
S008,SDA,3.0,0.3,0.0001,256,64,0.3,0.042098374416430794
S008,SDA,3.0,0.3,0.0001,128,128,0.3,0.04070629055301348
S008,SDA,3.0,0.3,0.0001,128,64,0.3,0.03886246929566065
S008,SDA,3.0,0.3,0.0001,256,128,0.3,0.04195042202870051
S008,SDA,3.0,0.5,0.0001,64,32,0.3,0.03717144330342611
S008,SDA,3.0,0.5,0.0001,128,32,0.3,0.031444938853383064
S008,SDA,3.0,0.5,0.0001,64,128,0.3,0.046379378686348595
S008,SDA,3.0,0.5,0.0001,64,64,0.3,0.03830986097455025
S008,SDA,3.0,0.5,0.0001,128,64,0.3,0.04126452716688315
S008,SDA,3.0,0.5,0.0001,256,32,0.3,0.04169420152902603
S008,SDA,3.0,0.5,0.0001,128,128,0.3,0.032440394163131714
S008,SDA,3.0,0.5,0.0001,256,64,0.3,0.04017747441927592
S008,SDA,3.0,0.5,0.0001,256,128,0.3,0.03742430607477824
S008,SDA,3.0,0.7,0.0001,64,64,0.3,0.03788430243730545
S008,SDA,3.0,0.7,0.0001,64,32,0.3,0.028758876025676727
S008,SDA,3.0,0.7,0.0001,128,32,0.3,0.04555179551243782
S008,SDA,3.0,0.7,0.0001,64,128,0.3,0.03350772832830747
S008,SDA,3.0,0.7,0.0001,128,64,0.3,0.04646524662772814
S008,SDA,3.0,0.7,0.0001,128,128,0.3,0.040598439052700996
S008,SDA,3.0,0.7,0.0001,256,32,0.3,0.035222796723246574
S008,SDA,3.0,1.0,0.0001,64,32,0.3,0.029331286748250324
S008,SDA,3.0,0.7,0.0001,256,64,0.3,0.05413531636198362
S008,SDA,3.0,1.0,0.0001,64,64,0.3,0.03846519564588865
S008,SDA,3.0,1.0,0.0001,128,32,0.3,0.03612902450064818
