Subject,Lambda,LR,EncDim,DecDim,Dropout,MSE
S007,0.5,0.0001,128,128,0.2,0.004939984297379851
S007,0.5,0.0001,128,64,0.3,0.007556386757642031
S007,0.5,0.0001,256,32,0.3,0.008995214166740576
S007,0.5,0.0001,128,128,0.3,0.005090746640538176
S007,0.5,0.0001,256,32,0.2,0.004576887159297864
S007,0.5,0.0001,256,64,0.3,0.005471465643495321
S007,0.5,0.0001,256,64,0.2,0.004156806389801204
S007,1.0,0.001,64,32,0.2,0.012339039705693722
S007,0.5,0.0001,256,128,0.2,0.005056311842054129
S007,1.0,0.001,64,32,0.3,0.008809642245372137
S007,1.0,0.001,64,64,0.2,0.013005842144290606
S007,0.5,0.0001,256,128,0.3,0.004784098127856851
S007,1.0,0.001,64,128,0.2,0.0073716286569833755
S007,1.0,0.001,64,64,0.3,0.019158111264308293
S007,1.0,0.001,128,32,0.3,0.012420030000309149
S007,1.0,0.001,128,32,0.2,0.017719293013215065
S007,1.0,0.001,128,64,0.3,0.010279723598311344
S007,1.0,0.001,128,64,0.2,0.007047551218420267
S007,1.0,0.001,64,128,0.3,0.006985226335624854
S007,1.0,0.001,128,128,0.2,0.007176196668297052
S007,1.0,0.001,128,128,0.3,0.009421547719587883
S007,1.0,0.001,256,32,0.3,0.02393597240249316
S007,1.0,0.001,256,64,0.2,0.011492207801590363
S007,1.0,0.001,256,32,0.2,0.01376743366320928
S007,1.0,0.001,256,64,0.3,0.017666583880782127
S007,1.0,0.001,256,128,0.2,0.006245784927159548
S007,1.0,0.0001,64,32,0.3,0.008642713849743208
S007,1.0,0.0001,64,32,0.2,0.006335834739729762
S007,1.0,0.001,256,128,0.3,0.01666789563993613
S007,1.0,0.0001,64,64,0.2,0.005910371507828434
S007,1.0,0.0001,64,128,0.2,0.003887704573571682
S007,1.0,0.0001,64,64,0.3,0.00675773232554396
S007,1.0,0.0001,64,128,0.3,0.006716603956495722
S007,1.0,0.0001,128,32,0.2,0.005583217677970727
S007,1.0,0.0001,128,64,0.2,0.0078789247199893
S007,1.0,0.0001,128,64,0.3,0.008133226539939642
S007,1.0,0.0001,128,32,0.3,0.00832490980004271
S007,1.0,0.0001,128,128,0.2,0.004097383469343185
S007,1.0,0.0001,128,128,0.3,0.006719221205761035
S007,1.0,0.0001,256,32,0.3,0.009029282877842585
S007,1.0,0.0001,256,32,0.2,0.009374335252990326
S007,1.0,0.0001,256,64,0.2,0.006737833376973867
S007,1.0,0.0001,256,64,0.3,0.007876521597305933
S007,1.0,0.0001,256,128,0.2,0.006149045812586944
S007,1.5,0.001,64,32,0.2,0.014754323288798332
S007,1.5,0.001,64,32,0.3,0.015968276498218376
S007,1.5,0.001,64,64,0.2,0.019682853172222774
S007,1.5,0.001,64,64,0.3,0.012428526456157366
S007,1.0,0.0001,256,128,0.3,0.005871961126103997
S007,1.5,0.001,128,32,0.3,0.02021957157800595
S007,1.5,0.001,128,32,0.2,0.014343652253349623
S007,1.5,0.001,64,128,0.2,0.00870713428594172
S007,1.5,0.001,128,64,0.2,0.010223687626421452
S007,1.5,0.001,64,128,0.3,0.05343358715375265
S007,1.5,0.001,128,64,0.3,0.00803267660861214
S007,1.5,0.001,128,128,0.2,0.022280891425907612
S007,1.5,0.001,128,128,0.3,0.01477884283910195
S007,1.5,0.001,256,32,0.3,0.01721230645974477
S007,1.5,0.001,256,64,0.2,0.025490134954452515
S007,1.5,0.001,256,64,0.3,0.01571167695025603
S007,1.5,0.001,256,32,0.2,0.018139406728247803
S007,1.5,0.001,256,128,0.3,0.01839756437887748
S007,1.5,0.001,256,128,0.2,0.021180841140449047
S007,1.5,0.0001,64,32,0.3,0.011152497182289759
S007,1.5,0.0001,64,32,0.2,0.00846023748939236
S007,1.5,0.0001,64,64,0.2,0.007785307088245948
S007,1.5,0.0001,64,128,0.2,0.007103950871775548
S007,1.5,0.0001,128,32,0.2,0.00984817867477735
S007,1.5,0.0001,64,64,0.3,0.00989430071786046
S007,1.5,0.0001,64,128,0.3,0.007452311459928751
S007,1.5,0.0001,128,64,0.3,0.009331080752114454
S007,1.5,0.0001,128,64,0.2,0.006484126827369134
S007,1.5,0.0001,128,32,0.3,0.012867567439874014
S007,1.5,0.0001,256,32,0.2,0.010396741020182768
S007,1.5,0.0001,128,128,0.3,0.004910315930222471
S007,1.5,0.0001,256,32,0.3,0.01508303452283144
S007,1.5,0.0001,256,64,0.3,0.010308369994163513
S007,1.5,0.0001,128,128,0.2,0.2408377726872762
S007,1.5,0.0001,256,64,0.2,0.010266249068081379
S007,1.5,0.0001,256,128,0.2,0.0074983942322432995
S007,2.0,0.001,64,32,0.3,0.021248772740364075
S007,1.5,0.0001,256,128,0.3,0.00815641942123572
S007,2.0,0.001,64,32,0.2,0.03570227821667989
S007,2.0,0.001,64,64,0.3,0.01980840042233467
S007,2.0,0.001,64,64,0.2,0.01628794924666484
S007,2.0,0.001,64,128,0.2,0.011210163123905659
S007,2.0,0.001,128,32,0.2,0.02027889092763265
S007,2.0,0.001,128,32,0.3,0.02207753186424573
S007,2.0,0.001,128,64,0.2,0.016289339090387028
S007,2.0,0.001,64,128,0.3,0.011895793800552687
S007,2.0,0.001,128,64,0.3,0.01660356887926658
S007,2.0,0.001,128,128,0.3,0.013986936459938685
S007,2.0,0.001,128,128,0.2,0.027927116335680086
S007,2.0,0.001,256,32,0.3,0.03137660212814808
S007,2.0,0.001,256,64,0.2,0.018166192186375458
S007,2.0,0.001,256,32,0.2,0.02925791343053182
S007,2.0,0.001,256,128,0.2,0.01111737514535586
S007,2.0,0.001,256,64,0.3,0.025856925795475643
S007,2.0,0.001,256,128,0.3,0.031913173074523606
S007,2.0,0.0001,64,32,0.3,0.017065731498102348
S007,2.0,0.0001,64,32,0.2,0.011375809088349342
S007,2.0,0.0001,64,128,0.2,0.007129611835504572
S007,2.0,0.0001,64,128,0.3,0.008001404348760843
S007,2.0,0.0001,64,64,0.2,0.010426576249301434
S007,2.0,0.0001,64,64,0.3,0.012282545833537975
S007,2.0,0.0001,128,32,0.2,0.010547141234079996
S007,2.0,0.0001,128,64,0.3,0.01236245408654213
S007,2.0,0.0001,128,64,0.2,0.01034567520643274
S007,2.0,0.0001,128,32,0.3,0.01825405067453782
S007,2.0,0.0001,128,128,0.3,0.008647861968105039
S007,2.0,0.0001,128,128,0.2,0.0075768399983644485
S007,2.0,0.0001,256,32,0.2,0.012753618570665518
S007,2.0,0.0001,256,32,0.3,0.01622027810662985
S007,2.0,0.0001,256,64,0.2,0.011883712839335203
S007,2.0,0.0001,256,128,0.3,0.009664681584884724
S008,0.5,0.001,64,32,0.2,0.02261289084951083
S007,2.0,0.0001,256,128,0.2,0.006456316914409399
S007,2.0,0.0001,256,64,0.3,0.01438081543892622
S008,0.5,0.001,64,64,0.2,0.02153619658201933
S008,0.5,0.001,64,32,0.3,0.01979635904232661
S008,0.5,0.001,64,128,0.2,0.017612723633646965
S008,0.5,0.001,64,128,0.3,0.016650171329577763
S008,0.5,0.001,64,64,0.3,0.020606426522135735
S008,0.5,0.001,128,32,0.2,0.020713182166218758
S008,0.5,0.001,128,32,0.3,0.03008689855535825
S008,0.5,0.001,128,64,0.2,0.023670683304468792
S008,0.5,0.001,128,128,0.2,0.013897711721559366
S008,0.5,0.001,128,64,0.3,0.024194801226258278
S008,0.5,0.001,128,128,0.3,0.01968169150253137
S008,0.5,0.001,256,32,0.3,0.024937042345603306
S008,0.5,0.001,256,32,0.2,0.018310746488471825
S008,0.5,0.001,256,64,0.3,0.01617084505657355
S008,0.5,0.001,256,128,0.2,0.020599377031127613
S008,0.5,0.001,256,64,0.2,0.02923982838789622
S008,0.5,0.0001,64,32,0.2,0.028218774124979973
S008,0.5,0.001,256,128,0.3,0.025848159566521645
S008,0.5,0.0001,64,32,0.3,0.027593734363714855
S008,0.5,0.0001,64,64,0.2,0.01721461272488038
S008,0.5,0.0001,64,64,0.3,0.025791216641664505
S008,0.5,0.0001,64,128,0.3,0.021120564080774784
S008,0.5,0.0001,128,32,0.2,0.022569383184115093
S008,0.5,0.0001,128,64,0.2,0.023064841826756794
S008,0.5,0.0001,128,32,0.3,0.019402383516232174
S008,0.5,0.0001,64,128,0.2,0.02507861517369747
S008,0.5,0.0001,128,64,0.3,0.023438340052962303
S008,0.5,0.0001,128,128,0.2,0.025144940242171288
S008,0.5,0.0001,128,128,0.3,0.016009550852080185
S008,0.5,0.0001,256,32,0.3,0.022506852944691975
S008,0.5,0.0001,256,32,0.2,0.02238483416537444
S008,0.5,0.0001,256,64,0.2,0.014402559337516626
S008,0.5,0.0001,256,128,0.3,0.024710840235153835
S008,1.0,0.001,64,32,0.2,0.02699669140080611
S008,0.5,0.0001,256,128,0.2,0.014483767561614513
S008,0.5,0.0001,256,64,0.3,0.018145338632166386
S008,1.0,0.001,64,32,0.3,0.028688104823231697
S008,1.0,0.001,64,64,0.3,0.039795380706588425
S008,1.0,0.001,64,64,0.2,0.01955398606757323
S008,1.0,0.001,128,32,0.2,0.02564281163116296
S008,1.0,0.001,64,128,0.3,0.02980551061530908
S008,1.0,0.001,128,32,0.3,0.03637168432275454
S008,1.0,0.001,64,128,0.2,0.02598432016869386
S008,1.0,0.001,128,64,0.2,0.03150679233173529
S008,1.0,0.001,128,128,0.2,0.03453006905814012
S008,1.0,0.001,128,128,0.3,0.023616833612322807
S008,1.0,0.001,256,32,0.2,0.018900488503277302
S008,1.0,0.001,128,64,0.3,0.025058941294749577
S008,1.0,0.001,256,32,0.3,0.02816522556046645
S008,1.0,0.001,256,64,0.3,0.01756354918082555
S008,1.0,0.001,256,64,0.2,0.02291950024664402
S008,1.0,0.001,256,128,0.2,0.027415411546826363
S008,1.0,0.001,256,128,0.3,0.02689513439933459
S008,1.0,0.0001,64,32,0.3,0.020500122259060543
S008,1.0,0.0001,64,32,0.2,0.026388614748915035
S008,1.0,0.0001,64,64,0.2,0.026979584246873856
S008,1.0,0.0001,64,64,0.3,0.01599250299235185
S008,1.0,0.0001,128,32,0.2,0.027695113172133762
S008,1.0,0.0001,128,32,0.3,0.01836299089094003
S008,1.0,0.0001,64,128,0.2,0.02144835765163104
S008,1.0,0.0001,64,128,0.3,0.020046888540188473
S008,1.0,0.0001,128,64,0.2,0.023912863805890083
S008,1.0,0.0001,128,64,0.3,0.019386030733585358
S008,1.0,0.0001,128,128,0.2,0.019775694236159325
S008,1.0,0.0001,256,32,0.3,0.020734844108422596
S008,1.0,0.0001,128,128,0.3,0.03151771302024523
S008,1.0,0.0001,256,32,0.2,0.025674143185218174
S008,1.0,0.0001,256,64,0.2,0.02152404561638832
S008,1.0,0.0001,256,64,0.3,0.019908467307686806
S008,1.0,0.0001,256,128,0.2,0.024071323374907177
S008,1.0,0.0001,256,128,0.3,0.01577999194463094
S008,1.5,0.001,64,64,0.3,0.02331634797155857
S008,1.5,0.001,64,32,0.2,0.015676113466421764
S008,1.5,0.001,64,64,0.2,0.02479422092437744
S008,1.5,0.001,64,128,0.3,0.02667888253927231
S008,1.5,0.001,64,128,0.2,0.024749035015702248
S008,1.5,0.001,128,64,0.2,0.03845648964246114
S008,1.5,0.001,128,32,0.2,0.028073644265532494
S008,1.5,0.001,64,32,0.3,0.49907586971918744
S008,1.5,0.001,128,32,0.3,0.031699723253647484
S008,1.5,0.001,128,128,0.3,0.026936544105410576
S008,1.5,0.001,128,64,0.3,0.04736856371164322
S008,1.5,0.001,256,32,0.2,0.045536208897829056
S008,1.5,0.001,256,64,0.2,0.026570070534944534
S008,1.5,0.001,256,32,0.3,0.023935730879505474
S008,1.5,0.001,128,128,0.2,0.023064154510696728
S008,1.5,0.001,256,64,0.3,0.033078533907731376
S008,1.5,0.001,256,128,0.2,0.03052602894604206
S008,1.5,0.001,256,128,0.3,0.03066541813313961
S008,1.5,0.0001,64,32,0.2,0.01912541625400384
S008,1.5,0.0001,64,32,0.3,0.02795966404179732
S008,1.5,0.0001,64,64,0.2,0.026680208121736843
S008,1.5,0.0001,64,64,0.3,0.028841687987248104
S008,1.5,0.0001,128,32,0.2,0.023748448739449184
S008,1.5,0.0001,64,128,0.3,0.02852733867863814
S008,1.5,0.0001,64,128,0.2,0.02661776915192604
S008,1.5,0.0001,128,32,0.3,0.03502017756303152
S008,1.5,0.0001,128,64,0.2,0.020505076895157497
S008,1.5,0.0001,128,64,0.3,0.029946456973751385
S008,1.5,0.0001,128,128,0.3,0.028312320510546368
S008,1.5,0.0001,128,128,0.2,0.024996166427930195
S008,1.5,0.0001,256,32,0.2,0.02436649116377036
S008,1.5,0.0001,256,32,0.3,0.03465993391970793
S008,1.5,0.0001,256,64,0.2,0.018108972037831943
S008,1.5,0.0001,256,128,0.2,0.02917729566494624
S008,1.5,0.0001,256,128,0.3,0.025968220084905624
S008,2.0,0.001,64,32,0.2,0.04643224055568377
S008,1.5,0.0001,256,64,0.3,0.03440367057919502
S008,2.0,0.001,64,32,0.3,0.040462140614787735
S008,2.0,0.001,64,64,0.2,0.03139115062852701
S008,2.0,0.001,64,64,0.3,0.024443019181489944
S008,2.0,0.001,64,128,0.2,0.020994383841753006
S008,2.0,0.001,64,128,0.3,0.030962920437256496
S008,2.0,0.001,128,64,0.2,0.0343196007112662
S008,2.0,0.001,128,32,0.2,0.044826529920101166
S008,2.0,0.001,128,64,0.3,0.04286463807026545
S008,2.0,0.001,128,32,0.3,0.038946150491635
S008,2.0,0.001,128,128,0.3,0.04715741301576296
S008,2.0,0.001,128,128,0.2,0.021167047632237274
S008,2.0,0.001,256,32,0.3,0.03407260775566101
S008,2.0,0.001,256,32,0.2,0.03957697128256162
S008,2.0,0.001,256,64,0.2,0.017426731064915657
S008,2.0,0.001,256,64,0.3,0.027557479217648506
S008,2.0,0.001,256,128,0.2,0.0229304072757562
S008,2.0,0.001,256,128,0.3,0.03201642197867235
S008,2.0,0.0001,64,32,0.3,0.031311518202225365
S008,2.0,0.0001,64,32,0.2,0.02880378191669782
S008,2.0,0.0001,64,64,0.3,0.02666958731909593
S008,2.0,0.0001,64,64,0.2,0.023283549894889195
S008,2.0,0.0001,128,32,0.2,0.02986773227651914
S008,2.0,0.0001,128,64,0.2,0.026718356957038242
S008,2.0,0.0001,128,32,0.3,0.030307173108061154
S008,2.0,0.0001,64,128,0.3,0.023558341587583225
S008,2.0,0.0001,128,128,0.2,0.02023741478721301
S008,2.0,0.0001,128,64,0.3,0.02538904423515002
S008,2.0,0.0001,256,32,0.3,0.03304440155625343
S008,2.0,0.0001,256,32,0.2,0.03051622584462166
S008,2.0,0.0001,128,128,0.3,0.01903926208615303
S008,2.0,0.0001,256,64,0.2,0.021389301245411236
S013,0.5,0.001,64,32,0.2,0.02726817046641372
S008,2.0,0.0001,256,64,0.3,0.023018499215443928
S008,2.0,0.0001,256,128,0.2,0.021980210517843563
S013,0.5,0.001,64,64,0.2,0.021820083144120872
S013,0.5,0.001,64,32,0.3,0.030525098089128733
S008,2.0,0.0001,256,128,0.3,0.027395321677128475
S013,0.5,0.001,64,64,0.3,0.029510369058698416
S013,0.5,0.001,64,128,0.3,0.02199083832965698
S013,0.5,0.001,64,128,0.2,0.030254606157541275
S013,0.5,0.001,128,32,0.2,0.03982010297477245
S013,0.5,0.001,128,32,0.3,0.0518195026088506
S013,0.5,0.001,128,64,0.2,0.049958482617512345
S013,0.5,0.001,128,128,0.3,0.031118161976337433
S013,0.5,0.001,128,64,0.3,0.03725397726520896
S013,0.5,0.001,256,32,0.2,0.040175594156607985
S013,0.5,0.001,128,128,0.2,0.04573677480220795
S013,0.5,0.001,256,32,0.3,0.045424641110002995
S013,0.5,0.001,256,64,0.3,0.02923784824088216
S013,0.5,0.001,256,128,0.2,0.05022436939179897
S013,0.5,0.001,256,64,0.2,0.025228639133274555
S013,0.5,0.001,256,128,0.3,0.0420785378664732
S013,0.5,0.0001,64,32,0.2,0.019743586773984134
S013,0.5,0.0001,64,64,0.2,0.015264625108102337
S013,0.5,0.0001,64,32,0.3,0.03131331084296107
S013,0.5,0.0001,64,64,0.3,0.019740690244361758
S013,0.5,0.0001,64,128,0.2,0.016938322893111035
S013,0.5,0.0001,128,64,0.2,0.02100084989797324
S013,0.5,0.0001,64,128,0.3,0.021260419278405607
S013,0.5,0.0001,128,32,0.3,0.026451151119545102
S013,0.5,0.0001,128,32,0.2,0.025171499932184815
S013,0.5,0.0001,128,128,0.2,0.01958445436321199
S013,0.5,0.0001,128,64,0.3,0.023460293537937105
S013,0.5,0.0001,256,32,0.2,0.02103392081335187
S013,0.5,0.0001,256,64,0.2,0.025925816036760807
S013,0.5,0.0001,128,128,0.3,0.02772818459197879
S013,0.5,0.0001,256,32,0.3,0.029405107954517007
S013,0.5,0.0001,256,64,0.3,0.017981673940084875
S013,0.5,0.0001,256,128,0.2,0.01473801267275121
S013,1.0,0.001,64,32,0.3,0.024630815722048283
S013,0.5,0.0001,256,128,0.3,0.02029301063157618
S013,1.0,0.001,64,32,0.2,0.049123654840514064
S013,1.0,0.001,64,128,0.3,0.02727581514045596
S013,1.0,0.001,64,128,0.2,0.02426116616697982
S013,1.0,0.001,64,64,0.2,0.05563516612164676
S013,1.0,0.001,64,64,0.3,0.06436516158282757
S013,1.0,0.001,128,32,0.3,0.04772122576832771
S013,1.0,0.001,128,32,0.2,0.050258453004062176
S013,1.0,0.001,128,64,0.3,0.036770477425307035
S013,1.0,0.001,128,64,0.2,0.028186718351207674
S013,1.0,0.001,128,128,0.3,0.024662784300744534
S013,1.0,0.001,128,128,0.2,0.07994903856888413
S013,1.0,0.001,256,64,0.2,0.02492436720058322
S013,1.0,0.001,256,32,0.3,0.044332551304250956
S013,1.0,0.001,256,64,0.3,0.029262387193739414
S013,1.0,0.001,256,32,0.2,0.05225079506635666
S013,1.0,0.0001,64,32,0.2,0.02050533244619146
S013,1.0,0.001,256,128,0.2,0.0434522969298996
S013,1.0,0.001,256,128,0.3,0.038669800967909396
S013,1.0,0.0001,64,64,0.2,0.02091205370379612
S013,1.0,0.0001,64,128,0.2,0.030825721099972725
S013,1.0,0.0001,64,64,0.3,0.02303974819369614
S013,1.0,0.0001,64,32,0.3,0.02670904202386737
S013,1.0,0.0001,128,32,0.2,0.022183461114764214
S013,1.0,0.0001,64,128,0.3,0.021463084674905986
S013,1.0,0.0001,128,32,0.3,0.0277116266079247
S013,1.0,0.0001,128,128,0.2,0.020837599819060415
S013,1.0,0.0001,128,64,0.2,0.016107474628370255
S013,1.0,0.0001,128,64,0.3,0.02275709668174386
S013,1.0,0.0001,256,32,0.3,0.018228841945528984
S013,1.0,0.0001,256,32,0.2,0.01580309726705309
S013,1.0,0.0001,128,128,0.3,0.021524444251554087
S013,1.0,0.0001,256,64,0.2,0.017599965911358595
S013,1.0,0.0001,256,64,0.3,0.016075628213002346
S013,1.5,0.001,64,32,0.2,0.02762978756800294
S013,1.0,0.0001,256,128,0.3,0.016363207600079477
S013,1.0,0.0001,256,128,0.2,0.01775642402935773
S013,1.5,0.001,64,64,0.2,0.03322330676019192
S013,1.5,0.001,64,32,0.3,0.03752791555598378
S013,1.5,0.001,64,64,0.3,0.0325338882394135
S013,1.5,0.001,64,128,0.3,0.02164948219433427
S013,1.5,0.001,64,128,0.2,0.022885442012920976
S013,1.5,0.001,128,32,0.2,0.039354891050606966
S013,1.5,0.001,128,64,0.3,0.026495634694583714
S013,1.5,0.001,128,32,0.3,0.04672951088286936
S013,1.5,0.001,128,64,0.2,0.04013627138920128
S013,1.5,0.001,128,128,0.2,0.041278865188360214
S013,1.5,0.001,256,64,0.2,0.03178545227274299
S013,1.5,0.001,128,128,0.3,0.0543466042727232
S013,1.5,0.001,256,32,0.2,0.0347962558735162
S013,1.5,0.001,256,32,0.3,0.03219139622524381
S013,1.5,0.001,256,128,0.2,0.025818147987592965
S013,1.5,0.001,256,128,0.3,0.020165770431049168
S013,1.5,0.0001,64,32,0.2,0.022923897369764745
S013,1.5,0.001,256,64,0.3,0.1374432616867125
S013,1.5,0.0001,64,64,0.2,0.021537258522585034
S013,1.5,0.0001,64,64,0.3,0.02335535385645926
S013,1.5,0.0001,64,128,0.2,0.029344730079174042
S013,1.5,0.0001,128,32,0.2,0.026521958177909255
S013,1.5,0.0001,64,32,0.3,0.026738945860415697
S013,1.5,0.0001,128,32,0.3,0.021506648743525147
S013,1.5,0.0001,64,128,0.3,0.021083958796225488
S013,1.5,0.0001,128,64,0.2,0.02099616441410035
S013,1.5,0.0001,128,64,0.3,0.019780868315137923
S013,1.5,0.0001,128,128,0.2,0.020064120646566153
S013,1.5,0.0001,128,128,0.3,0.021935702301561832
S013,1.5,0.0001,256,32,0.2,0.018376132822595537
S013,1.5,0.0001,256,64,0.2,0.025135728530585766
S013,1.5,0.0001,256,32,0.3,0.022133884951472282
S013,1.5,0.0001,256,64,0.3,0.018073530751280487
S013,2.0,0.001,64,32,0.2,0.030092242173850536
S013,1.5,0.0001,256,128,0.3,0.01661167832207866
S013,1.5,0.0001,256,128,0.2,0.017112143235863186
S013,2.0,0.001,64,64,0.2,0.02383463690057397
S013,2.0,0.001,64,32,0.3,0.03290534019470215
S013,2.0,0.001,64,128,0.2,0.03448272496461868
S013,2.0,0.001,64,64,0.3,0.02776279137469828
S013,2.0,0.001,64,128,0.3,0.028353416360914707
S013,2.0,0.001,128,32,0.3,0.033456441247835755
S013,2.0,0.001,128,32,0.2,0.03241129871457815
S013,2.0,0.001,128,64,0.2,0.0254937922290992
S013,2.0,0.001,128,64,0.3,0.029762327671051025
S013,2.0,0.001,128,128,0.2,0.04581087175756693
S013,2.0,0.001,128,128,0.3,0.036941197235137224
S013,2.0,0.001,256,32,0.2,0.03818341111764312
S013,2.0,0.001,256,32,0.3,0.04140941658988595
S013,2.0,0.001,256,64,0.3,0.0532396137714386
S013,2.0,0.001,256,64,0.2,0.042417850345373154
S013,2.0,0.001,256,128,0.3,0.03391798702068627
S013,2.0,0.001,256,128,0.2,0.049950999673455954
S013,2.0,0.0001,64,32,0.2,0.02788713527843356
S013,2.0,0.0001,64,32,0.3,0.03469659946858883
S013,2.0,0.0001,64,64,0.3,0.02797138411551714
S013,2.0,0.0001,64,64,0.2,0.021161787095479667
S013,2.0,0.0001,128,32,0.2,0.025876262225210667
S013,2.0,0.0001,64,128,0.2,0.02156164962798357
S013,2.0,0.0001,128,32,0.3,0.036373469047248363
S013,2.0,0.0001,64,128,0.3,0.023084828164428473
S013,2.0,0.0001,128,64,0.2,0.021294021047651768
S013,2.0,0.0001,128,128,0.2,0.021316413360182196
S013,2.0,0.0001,128,128,0.3,0.028132425155490637
S013,2.0,0.0001,128,64,0.3,0.02314443001523614
S013,2.0,0.0001,256,32,0.2,0.02352873212657869
S013,2.0,0.0001,256,32,0.3,0.02943913172930479
S013,2.0,0.0001,256,128,0.2,0.01855662395246327
S013,2.0,0.0001,256,64,0.2,0.02183723694179207
S013,2.0,0.0001,256,64,0.3,0.019906671135686338
S013,2.0,0.0001,256,128,0.3,0.023275489918887615
